chr1	1	100000	A	0.02621383018453566	.
chr1	100001	200000	A	0.024030726575965267	.
chr1	200001	300000	A	0.026633144196712314	.
chr1	300001	400000	A	0.02754734811749191	.
chr1	400001	500000	A	0.023016782282936125	.
chr1	500001	600000	A	0.019783680770640716	.
chr1	600001	700000	A	0.02508453832427983	.
chr1	700001	800000	A	0.026686848192262202	.
chr1	800001	900000	A	0.023542599812152204	.
chr1	900001	1000000	A	0.023585463925331653	.
chr1	1000001	1100000	A	0.022590301316926326	.
chr1	1100001	1200000	A	0.02736155901432178	.
chr1	1200001	1300000	A	0.022762831925131462	.
chr1	1300001	1400000	A	0.02742495448553416	.
chr1	1400001	1500000	A	0.023627442597599725	.
chr1	1500001	1600000	A	0.019671618711649144	.
chr1	1600001	1700000	A	0.016811226790144726	.
chr1	1700001	1800000	A	0.01981362562229236	.
chr1	1800001	1900000	A	0.019623256588655415	.
chr1	1900001	2000000	A	0.022136295834002697	.
chr1	2000001	2100000	A	0.019427693621475697	.
chr1	2100001	2200000	A	0.023362003110041323	.
chr1	2200001	2300000	A	0.02313578789879585	.
chr1	2300001	2400000	A	0.023054048816491354	.
chr1	2400001	2500000	A	0.02774267438295573	.
chr1	2500001	2600000	A	0.02816854507175582	.
chr1	2600001	2700000	A	0.02795691861609703	.
chr1	2700001	2800000	A	0.0250750041524371	.
chr1	2800001	2900000	A	0.02358556709894026	.
chr1	2900001	3000000	A	0.023363465991228658	.
chr1	3000001	3100000	A	0.016970827427712554	.
chr1	3100001	3200000	A	0.022563096745598227	.
chr1	3200001	3300000	A	0.023565370445345513	.
chr1	3300001	3400000	A	0.017240401512742302	.
chr1	3400001	3500000	A	0.004342356174049388	.
chr1	3500001	3600000	B	-0.00984285859889683	.
chr1	3600001	3700000	B	-0.01684249285344826	.
chr1	3700001	3800000	B	-0.017193198257877348	.
chr1	3800001	3900000	B	-0.02050113609112691	.
chr1	3900001	4000000	B	-0.024125038791959878	.
chr1	4000001	4100000	B	-0.025474199406903705	.
chr1	4100001	4200000	B	-0.024410586137510914	.
chr1	4200001	4300000	B	-0.02378971602297392	.
chr1	4300001	4400000	B	-0.022075260890526312	.
chr1	4400001	4500000	B	-0.02152747464847408	.
chr1	4500001	4600000	B	-0.010859603616476692	.
chr1	4600001	4700000	B	-0.021250502648883323	.
chr1	4700001	4800000	B	-0.026349523622999173	.
chr1	4800001	4900000	B	-0.028004930048197436	.
chr1	4900001	5000000	B	-0.027398865372138054	.
chr1	5000001	5100000	B	-0.02506741466006143	.
chr1	5100001	5200000	B	-0.024329837944161246	.
chr1	5200001	5300000	B	-0.02696120716718183	.
chr1	5300001	5400000	B	-0.0261480105289633	.
chr1	5400001	5500000	B	-0.025511876630130745	.
chr1	5500001	5600000	B	-0.025326495626226145	.
chr1	5600001	5700000	B	-0.02540975068306496	.
chr1	5700001	5800000	B	-0.027245088265010733	.
chr1	5800001	5900000	B	-0.029115671267262628	.
chr1	5900001	6000000	B	-0.02956686742657384	.
chr1	6000001	6100000	B	-0.02904822284890919	.
chr1	6100001	6200000	B	-0.030477492446532372	.
chr1	6200001	6300000	B	-0.02948472131450442	.
chr1	6300001	6400000	B	-0.029572071064029648	.
chr1	6400001	6500000	B	-0.030149385791316666	.
chr1	6500001	6600000	B	-0.028192803556066036	.
